   2021      8      1   12.00       744.00   0.13297E+02   0.00000E+00   0.13297E+02   0.13281E+02   0.13323E+02   0.00000E+00   0.00000E+00   0.00000E+00  -0.26114E+01   0.86802E+01  -0.10794E+02  -0.29786E+02   0.10236E-01   0.16166E-04   0.53480E-01       0.17      67.96     0.0000  0.00   0.42515E+00   0.16042E+01    13.2823    13.2759    13.2733    13.2736    13.2876
   2021      8      2   12.00       768.00   0.15125E+02   0.00000E+00   0.15125E+02   0.15060E+02   0.15135E+02   0.00000E+00   0.00000E+00   0.00000E+00  -0.16689E+02   0.15180E+02  -0.12525E+02  -0.43688E+02   0.96983E-02   0.56081E-05   0.44027E-01       0.18     140.97     0.0000  0.00   0.37657E+00  -0.22182E+01    15.0687    15.0430    15.0269    15.0236    15.0442
   2021      8      3   12.00       792.00   0.17466E+02   0.00000E+00   0.17466E+02   0.17508E+02   0.17546E+02   0.00000E+00   0.00000E+00   0.00000E+00  -0.66612E+01   0.43916E+02  -0.86113E+02  -0.79541E+02   0.56389E-02   0.19806E-05   0.84536E-02       0.18     233.58     0.0000  0.00   0.13220E+00  -0.16883E+01    17.5068    17.5134    17.5156    17.5198    17.5402
   2021      8      4   12.00       816.00   0.19167E+02   0.00000E+00   0.19167E+02   0.19243E+02   0.19292E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.11649E+02   0.49663E+02  -0.13092E+03  -0.84966E+02   0.29651E-02   0.16596E-05   0.36839E-03       0.18     236.68     0.0000  0.00   0.34946E-01   0.16322E+00    19.2420    19.2543    19.2582    19.2637    19.2840
   2021      8      5   12.00       840.00   0.18531E+02   0.00000E+00   0.18531E+02   0.18718E+02   0.18787E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.30177E+02   0.68605E+02  -0.15473E+03  -0.64610E+02   0.36769E-02   0.24381E-05   0.14192E-02       0.18     134.84     0.0000  0.00   0.32098E-02   0.15776E+01    18.7155    18.7463    18.7536    18.7605    18.7766
   2021      8      6   12.00       864.00   0.16041E+02   0.00000E+00   0.16041E+02   0.16255E+02   0.16346E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.34153E+02   0.72904E+02  -0.15362E+03  -0.91675E+02   0.48355E-02   0.36025E-05   0.40093E-02       0.18     133.95     0.0000  0.00  -0.25930E-01   0.30119E+01    16.2483    16.2894    16.2995    16.3084    16.3305
   2021      8      7   12.00       888.00   0.15979E+02   0.00000E+00   0.15979E+02   0.16082E+02   0.16145E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.20625E+02   0.47268E+02  -0.12704E+03  -0.92096E+02   0.22728E-02   0.14356E-05   0.57772E-03       0.18     167.61     0.0000  0.00   0.51767E-02   0.20983E+00    16.0802    16.0978    16.1036    16.1110    16.1348
   2021      8      8   12.00       912.00   0.15381E+02   0.00000E+00   0.15381E+02   0.15490E+02   0.15553E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.19591E+02   0.45628E+02  -0.11728E+03  -0.82871E+02   0.31948E-02   0.17461E-05   0.58718E-03       0.18     139.97     0.0000  0.00   0.28379E-01  -0.77386E+00    15.4881    15.5087    15.5145    15.5215    15.5435
   2021      8      9   12.00       936.00   0.15747E+02   0.00000E+00   0.15747E+02   0.15819E+02   0.15879E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.15859E+02   0.40964E+02  -0.11809E+03  -0.98300E+02   0.27390E-02   0.14375E-05   0.22266E-03       0.18     194.47     0.0000  0.00   0.30942E-01   0.27017E+00    15.8184    15.8312    15.8358    15.8429    15.8687
   2021      8     10   12.00       960.00   0.16335E+02   0.00000E+00   0.16335E+02   0.16443E+02   0.16503E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.20397E+02   0.46649E+02  -0.12890E+03  -0.82140E+02   0.26582E-02   0.16380E-05   0.35413E-03       0.18     165.53     0.0000  0.00   0.87876E-02   0.84654E+00    16.4421    16.4597    16.4650    16.4718    16.4927
   2021      8     11   12.00       984.00   0.15498E+02   0.00000E+00   0.15498E+02   0.15625E+02   0.15690E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.22267E+02   0.49709E+02  -0.12055E+03  -0.81698E+02   0.29791E-02   0.16271E-05   0.51836E-03       0.18     140.66     0.0000  0.00  -0.10292E-01   0.10661E+01    15.6236    15.6456    15.6516    15.6587    15.6802
   2021      8     12   12.00      1008.00   0.15079E+02   0.00000E+00   0.15079E+02   0.15258E+02   0.15344E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.34061E+02   0.67113E+02  -0.15868E+03  -0.99769E+02   0.36543E-02   0.22000E-05   0.12461E-02       0.18     166.37     0.0000  0.00  -0.31472E-01   0.14473E+01    15.2541    15.2854    15.2935    15.3029    15.3288
   2021      8     13   12.00      1032.00   0.13744E+02   0.00000E+00   0.13744E+02   0.13961E+02   0.14055E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.36129E+02   0.65519E+02  -0.15606E+03  -0.10312E+03   0.41970E-02   0.27548E-05   0.22319E-02       0.19     148.30     0.0000  0.00  -0.22464E-01   0.22468E+01    13.9550    13.9951    14.0054    14.0152    14.0414
   2021      8     14   12.00      1056.00   0.12872E+02   0.00000E+00   0.12872E+02   0.13066E+02   0.13150E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.27116E+02   0.53570E+02  -0.12120E+03  -0.82236E+02   0.52552E-02   0.34012E-05   0.67692E-02       0.19     109.36     0.0000  0.00   0.61850E-01   0.33041E+01    13.0589    13.0987    13.1087    13.1167    13.1381
   2021      8     15   12.00      1080.00   0.12013E+02   0.00000E+00   0.12013E+02   0.12155E+02   0.12225E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.17553E+02   0.35894E+02  -0.74109E+02  -0.56031E+02   0.75740E-02   0.70047E-05   0.23955E-01       0.19      60.58     0.0000  0.00   0.16485E+00   0.61265E+01    12.1467    12.1827    12.1933    12.1994    12.2185
   2021      8     16   12.00      1104.00   0.11448E+02   0.00000E+00   0.11448E+02   0.11560E+02   0.11616E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.13910E+02   0.31298E+02  -0.60398E+02  -0.44543E+02   0.75255E-02   0.10183E-04   0.22307E-01       0.19      40.62     0.0000  0.00   0.15669E+00   0.61524E+01    11.5538    11.5800    11.5891    11.5943    11.6105
   2021      8     17   12.00      1128.00   0.10812E+02   0.00000E+00   0.10812E+02   0.10966E+02   0.11047E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.15567E+02   0.43005E+02  -0.10202E+03  -0.87240E+02   0.65369E-02   0.48918E-05   0.13698E-01       0.19     122.89     0.0000  0.00   0.92858E-01   0.51958E+01    10.9562    10.9948    11.0068    11.0150    11.0392
   2021      8     18   12.00      1152.00   0.11205E+02   0.00000E+00   0.11205E+02   0.11346E+02   0.11419E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.18602E+02   0.41720E+02  -0.11861E+03  -0.98781E+02   0.41005E-02   0.24408E-05   0.29239E-02       0.19     163.21     0.0000  0.00   0.33702E-01   0.21752E+01    11.3383    11.3721    11.3809    11.3885    11.4118
   2021      8     19   12.00      1176.00   0.11295E+02   0.00000E+00   0.11295E+02   0.11401E+02   0.11460E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.16417E+02   0.36240E+02  -0.82385E+02  -0.67099E+02   0.59142E-02   0.41627E-05   0.13250E-01       0.19     106.96     0.0000  0.00   0.12744E+00   0.33224E+01    11.3947    11.4233    11.4310    11.4368    11.4551
   2021      8     20   12.00      1200.00   0.11485E+02   0.00000E+00   0.11485E+02   0.11599E+02   0.11659E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.12791E+02   0.36592E+02  -0.83639E+02  -0.70093E+02   0.60859E-02   0.52630E-05   0.14156E-01       0.19     120.39     0.0000  0.00   0.10607E+00   0.43079E+01    11.5928    11.6205    11.6288    11.6351    11.6544
   2021      8     21   12.00      1224.00   0.12095E+02   0.00000E+00   0.12095E+02   0.12160E+02   0.12203E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.84050E+01   0.23661E+02  -0.86094E+02  -0.79222E+02   0.19810E-02   0.89452E-06   0.34723E-03       0.19     155.09     0.0000  0.00  -0.21576E-02  -0.14503E+00    12.1577    12.1713    12.1758    12.1808    12.1996
   2021      8     22   12.00      1248.00   0.12557E+02   0.00000E+00   0.12557E+02   0.12672E+02   0.12729E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.14588E+02   0.36228E+02  -0.84086E+02  -0.60287E+02   0.51125E-02   0.29114E-05   0.54043E-02       0.19     117.11     0.0000  0.00   0.19199E-01  -0.35165E+01    12.6653    12.6935    12.7011    12.7065    12.7229
   2021      8     23   12.00      1272.00   0.12680E+02   0.00000E+00   0.12680E+02   0.12723E+02   0.12759E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.78404E+01   0.18687E+02  -0.42975E+02  -0.38843E+02   0.41778E-02   0.11998E-05   0.27761E-02       0.20      79.69     0.0000  0.00   0.42046E-01  -0.19926E+01    12.7187    12.7329    12.7371    12.7403    12.7586
   2021      8     24   12.00      1296.00   0.13478E+02   0.00000E+00   0.13478E+02   0.13496E+02   0.13524E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.35214E+01   0.10479E+02  -0.39402E+02  -0.42867E+02   0.17499E-02   0.19232E-06   0.49942E-04       0.20     108.52     0.0000  0.00   0.79006E-02   0.13932E+00    13.4958    13.4994    13.5009    13.5033    13.5236
   2021      8     25   12.00      1320.00   0.14059E+02   0.00000E+00   0.14059E+02   0.14191E+02   0.14254E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.18834E+02   0.44787E+02  -0.11640E+03  -0.77566E+02   0.37827E-02   0.18340E-05   0.17577E-02       0.20     166.36     0.0000  0.00  -0.28885E-01   0.17098E+01    14.1856    14.2143    14.2208    14.2270    14.2470
   2021      8     26   12.00      1344.00   0.13192E+02   0.00000E+00   0.13192E+02   0.13418E+02   0.13525E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.35385E+02   0.69717E+02  -0.16131E+03  -0.90852E+02   0.54961E-02   0.44303E-05   0.74171E-02       0.20     146.38     0.0000  0.00  -0.12757E-01   0.40595E+01    13.4074    13.4600    13.4721    13.4815    13.5042
   2021      8     27   12.00      1368.00   0.11560E+02   0.00000E+00   0.11560E+02   0.11788E+02   0.11885E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.29203E+02   0.58075E+02  -0.14343E+03  -0.94551E+02   0.51849E-02   0.37316E-05   0.63426E-02       0.20     128.62     0.0000  0.00  -0.35900E-02   0.37136E+01    11.7771    11.8271    11.8394    11.8487    11.8724
   2021      8     28   12.00      1392.00   0.11077E+02   0.00000E+00   0.11077E+02   0.11215E+02   0.11277E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.16884E+02   0.34144E+02  -0.10271E+03  -0.77410E+02   0.35446E-02   0.16642E-05   0.10974E-02       0.20     110.48     0.0000  0.00   0.11456E-01   0.13862E+01    11.2087    11.2406    11.2481    11.2544    11.2724
   2021      8     29   12.00      1416.00   0.10861E+02   0.00000E+00   0.10861E+02   0.10919E+02   0.10964E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.72034E+01   0.20175E+02  -0.45570E+02  -0.47836E+02   0.49035E-02   0.10062E-05   0.31455E-02       0.20      69.23     0.0000  0.00   0.84176E-01   0.17301E+01    10.9129    10.9333    10.9391    10.9435    10.9630
   2021      8     30   12.00      1440.00   0.11637E+02   0.00000E+00   0.11637E+02   0.11663E+02   0.11696E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.33065E+01   0.14960E+02  -0.37305E+02  -0.41882E+02   0.30579E-02   0.41214E-06   0.71428E-03       0.20      85.78     0.0000  0.00   0.39334E-01   0.48818E+00    11.6609    11.6693    11.6721    11.6752    11.6960
   2021      8     31   12.00      1464.00   0.12228E+02   0.00000E+00   0.12228E+02   0.12253E+02   0.12280E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.31155E+01   0.10933E+02  -0.35465E+02  -0.35585E+02   0.16389E-02   0.22317E-06   0.33564E-04       0.20      80.88     0.0000  0.00   0.47106E-02  -0.26341E+00    12.2526    12.2580    12.2600    12.2623    12.2803
   2021      9      1   12.00      1488.00   0.13074E+02   0.00000E+00   0.13074E+02   0.13091E+02   0.13120E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.10951E+01   0.13863E+02  -0.42717E+02  -0.48263E+02   0.21061E-02   0.24084E-06   0.93909E-04       0.21     122.93     0.0000  0.00   0.47186E-02  -0.49167E+00    13.0902    13.0942    13.0960    13.0989    13.1198
   2021      9      2   12.00      1512.00   0.14430E+02   0.00000E+00   0.14430E+02   0.14455E+02   0.14479E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.21756E+01   0.15187E+02  -0.52990E+02  -0.45705E+02   0.19151E-02   0.28615E-06   0.61539E-04       0.21     135.51     0.0000  0.00   0.11024E-01  -0.28588E+00    14.4545    14.4590    14.4610    14.4638    14.4783
   2021      9      3   12.00      1536.00   0.14890E+02   0.00000E+00   0.14890E+02   0.14954E+02   0.14985E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.10763E+02   0.24085E+02  -0.69913E+02  -0.39540E+02   0.27961E-02   0.10708E-05   0.59668E-03       0.21     106.69     0.0000  0.00   0.21578E-01  -0.81931E+00    14.9517    14.9660    14.9697    14.9728    14.9829
   2021      9      4   12.00      1560.00   0.14154E+02   0.00000E+00   0.14154E+02   0.14306E+02   0.14364E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.26146E+02   0.44766E+02  -0.10987E+03  -0.51508E+02   0.41412E-02   0.20885E-05   0.24739E-02       0.21      90.37     0.0000  0.00  -0.46001E-01  -0.13725E+01    14.3015    14.3337    14.3408    14.3461    14.3582
   2021      9      5   12.00      1584.00   0.12313E+02   0.00000E+00   0.12313E+02   0.12451E+02   0.12511E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.23764E+02   0.40586E+02  -0.10619E+03  -0.59420E+02   0.37677E-02   0.18863E-05   0.19885E-02       0.21      65.53     0.0000  0.00  -0.51480E-01   0.34677E+00    12.4469    12.4767    12.4840    12.4901    12.5044
   2021      9      6   12.00      1608.00   0.11001E+02   0.00000E+00   0.11001E+02   0.11149E+02   0.11217E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.16349E+02   0.29584E+02  -0.85211E+02  -0.57867E+02   0.52772E-02   0.29735E-05   0.70437E-02       0.21      60.12     0.0000  0.00   0.25220E-01   0.39224E+01    11.1388    11.1781    11.1886    11.1952    11.2122
   2021      9      7   12.00      1632.00   0.10804E+02   0.00000E+00   0.10804E+02   0.10868E+02   0.10918E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.54952E+01   0.10981E+02  -0.46050E+02  -0.48240E+02   0.63061E-02   0.39100E-05   0.13337E-01       0.21      67.88     0.0000  0.00   0.22567E-01   0.56686E+01    10.8604    10.8828    10.8904    10.8954    10.9161
