chamber,flux,datetime_start,datetime_end,sum_bubbles_ppm,n_bubbles,flux_duration_hr,air_temp,sur_wat_temp,range,bubbles_per_hr,ppm_per_hr,umol_m2_hr,mmol_m2_hr,pond,date,time,time24
1,19,7/4/24 7:28,7/4/24 7:43,0,0,0.223611111,14.78928571,13.55071429,NA,0,0,0,0,B,7/4/24,7:28:15,7.466666667
1,20,7/4/24 7:53,7/4/24 8:08,0,0,0.223333333,14.61785714,13.50392857,NA,0,0,0,0,B,7/4/24,7:53:22,7.883333333
1,21,7/4/24 8:18,7/4/24 8:33,0,0,0.223333333,14.62857143,13.42285714,NA,0,0,0,0,B,7/4/24,8:18:30,8.3
1,22,7/4/24 8:43,7/4/24 8:58,0,0,0.223611111,14.63928571,13.39357143,NA,0,0,0,0,B,7/4/24,8:43:38,8.716666667
1,23,7/4/24 9:08,7/4/24 9:23,0,0,0.223333333,14.64642857,13.33535714,NA,0,0,0,0,B,7/4/24,9:08:45,9.133333333
1,24,7/4/24 9:33,7/4/24 9:48,0,0,0.223333333,14.47142857,13.27071429,NA,0,0,0,0,B,7/4/24,9:33:53,9.55
1,25,7/4/24 9:59,7/4/24 10:13,0,0,0.223611111,14.41428571,13.21964286,NA,0,0,0,0,B,7/4/24,9:59:01,9.983333333
1,26,7/4/24 10:24,7/4/24 10:38,0,0,0.223333333,14.50714286,13.19071429,NA,0,0,0,0,B,7/4/24,10:24:09,10.4
1,27,7/4/24 10:49,7/4/24 11:04,0,0,0.223333333,14.46071429,13.1375,NA,0,0,0,0,B,7/4/24,10:49:16,10.81666667
1,28,7/4/24 11:14,7/4/24 11:29,0,0,0.223611111,14.53571429,13.095,NA,0,0,0,0,B,7/4/24,11:14:24,11.23333333
1,29,7/4/24 11:39,7/4/24 11:54,0,0,0.223333333,14.81785714,13.08,NA,0,0,0,0,B,7/4/24,11:39:31,11.65
1,30,7/4/24 12:04,7/4/24 12:19,0,0,0.223333333,14.78571429,13.045,NA,0,0,0,0,B,7/4/24,12:04:39,12.06666667
1,31,7/4/24 12:29,7/4/24 12:44,0,0,0.223611111,14.78571429,13.02714286,NA,0,0,0,0,B,7/4/24,12:29:47,12.48333333
1,32,7/4/24 12:54,7/4/24 13:09,0,0,0.223333333,14.85,13.03571429,NA,0,0,0,0,B,7/4/24,12:54:55,12.9
1,33,7/4/24 13:20,7/4/24 13:34,0,0,0.223333333,14.90714286,13.03464286,NA,0,0,0,0,B,7/4/24,13:20:02,13.33333333
1,34,7/4/24 13:45,7/4/24 13:59,0,0,0.223333333,15,13.02678571,NA,0,0,0,0,B,7/4/24,13:45:10,13.75
1,35,7/4/24 14:10,7/4/24 14:25,0,0,0.223611111,15.34285714,13.0375,NA,0,0,0,0,B,7/4/24,14:10:18,14.16666667
1,36,7/4/24 14:35,7/4/24 14:50,0,0,0.223333333,15.475,13.11642857,NA,0,0,0,0,B,7/4/24,14:35:25,14.58333333
1,37,7/4/24 15:00,7/4/24 15:15,0,0,0.223333333,15.57142857,13.15107143,NA,0,0,0,0,B,7/4/24,15:00:33,15
1,38,7/4/24 15:25,7/4/24 15:40,0,0,0.223611111,15.62857143,13.2175,NA,0,0,0,0,B,7/4/24,15:25:41,15.41666667
1,39,7/4/24 15:50,7/4/24 16:05,0,0,0.223333333,15.77142857,13.28607143,NA,0,0,0,0,B,7/4/24,15:50:49,15.83333333
1,40,7/4/24 16:15,7/4/24 16:30,0,0,0.223333333,15.60714286,13.31642857,NA,0,0,0,0,B,7/4/24,16:15:56,16.25
1,41,7/4/24 16:41,7/4/24 16:55,0,0,0.223611111,15.68571429,13.36,NA,0,0,0,0,B,7/4/24,16:41:04,16.68333333
1,42,7/4/24 17:06,7/4/24 17:20,0,0,0.223333333,15.93928571,13.41142857,NA,0,0,0,0,B,7/4/24,17:06:12,17.1
1,43,7/4/24 17:31,7/4/24 17:46,0,0,0.223333333,16.18571429,13.47357143,NA,0,0,0,0,B,7/4/24,17:31:19,17.51666667
1,44,7/4/24 17:56,7/4/24 18:11,0,0,0.223333333,16.17857143,13.47857143,NA,0,0,0,0,B,7/4/24,17:56:27,17.93333333
1,45,7/4/24 18:21,7/4/24 18:36,0,0,0.223611111,16.33571429,13.53678571,NA,0,0,0,0,B,7/4/24,18:21:35,18.35
1,46,7/4/24 18:46,7/4/24 19:01,0,0,0.223333333,16.27857143,13.57071429,NA,0,0,0,0,B,7/4/24,18:46:42,18.76666667
1,47,7/4/24 19:11,7/4/24 19:26,0,0,0.223333333,16.2,13.60321429,NA,0,0,0,0,B,7/4/24,19:11:50,19.18333333
1,48,7/4/24 19:36,7/4/24 19:51,0,0,0.223611111,16.33928571,13.65535714,NA,0,0,0,0,B,7/4/24,19:36:58,19.6
1,49,7/4/24 20:02,7/4/24 20:16,0,0,0.223333333,16.27142857,13.65535714,NA,0,0,0,0,B,7/4/24,20:02:05,20.03333333
1,50,7/4/24 20:27,7/4/24 20:42,0,0,0.223333333,16.43571429,13.66892857,NA,0,0,0,0,B,7/4/24,20:27:13,20.45
1,51,7/4/24 20:52,7/4/24 21:07,0,0,0.223611111,16.25357143,13.66964286,NA,0,0,0,0,B,7/4/24,20:52:21,20.86666667
1,52,7/4/24 21:17,7/4/24 21:32,0,0,0.223333333,16.35357143,13.67392857,NA,0,0,0,0,B,7/4/24,21:17:28,21.28333333
1,53,7/4/24 21:42,7/4/24 21:57,0,0,0.223333333,16.26071429,13.67607143,NA,0,0,0,0,B,7/4/24,21:42:36,21.7
1,54,7/4/24 22:07,7/4/24 22:22,0,0,0.223611111,16.10357143,13.65464286,NA,0,0,0,0,B,7/4/24,22:07:44,22.11666667
1,55,7/4/24 22:32,7/4/24 22:47,0,0,0.223333333,15.91785714,13.63964286,NA,0,0,0,0,B,7/4/24,22:32:51,22.53333333
1,56,7/4/24 22:57,7/4/24 23:12,0,0,0.223611111,15.99285714,13.61035714,NA,0,0,0,0,B,7/4/24,22:57:59,22.95
1,57,7/4/24 23:23,7/4/24 23:37,0,0,0.223333333,15.87142857,13.59714286,NA,0,0,0,0,B,7/4/24,23:23:07,23.38333333
1,58,7/4/24 23:48,7/5/24 0:03,0,0,0.223333333,15.90357143,13.58464286,NA,0,0,0,0,B,7/4/24,23:48:14,23.8
1,59,7/5/24 0:13,7/5/24 0:28,0,0,0.223333333,15.83928571,13.55321429,NA,0,0,0,0,B,7/5/24,0:13:22,0.216666667
1,60,7/5/24 0:38,7/5/24 0:53,0,0,0.223333333,15.83571429,13.51571429,NA,0,0,0,0,B,7/5/24,0:38:30,0.633333333
1,61,7/5/24 1:03,7/5/24 1:18,0,0,0.223333333,15.66428571,13.49571429,NA,0,0,0,0,B,7/5/24,1:03:37,1.05
1,62,7/5/24 1:28,7/5/24 1:43,0,0,0.223611111,15.71071429,13.46785714,NA,0,0,0,0,B,7/5/24,1:28:45,1.466666667
1,63,7/5/24 1:53,7/5/24 2:08,0,0,0.223333333,15.62857143,13.41321429,NA,0,0,0,0,B,7/5/24,1:53:52,1.883333333
1,64,7/5/24 2:19,7/5/24 2:33,0,0,0.223333333,15.44285714,13.39857143,NA,0,0,0,0,B,7/5/24,2:19:00,2.316666667
1,65,7/5/24 2:44,7/5/24 2:58,0,0,0.223611111,15.41785714,13.35571429,NA,0,0,0,0,B,7/5/24,2:44:08,2.733333333
1,66,7/5/24 3:09,7/5/24 3:24,0,0,0.223333333,15.28928571,13.335,NA,0,0,0,0,B,7/5/24,3:09:16,3.15
1,67,7/5/24 3:34,7/5/24 3:49,0,0,0.223333333,15.22857143,13.29535714,NA,0,0,0,0,B,7/5/24,3:34:23,3.566666667
1,68,7/5/24 3:59,7/5/24 4:14,0,0,0.223611111,15.2,13.25035714,NA,0,0,0,0,B,7/5/24,3:59:31,3.983333333
1,69,7/5/24 4:24,7/5/24 4:39,0,0,0.223333333,14.88928571,13.22642857,NA,0,0,0,0,B,7/5/24,4:24:39,4.4
1,70,7/5/24 4:49,7/5/24 5:04,0,0,0.223333333,15.00714286,13.20035714,NA,0,0,0,0,B,7/5/24,4:49:46,4.816666667
1,71,7/5/24 5:14,7/5/24 5:29,0,0,0.223333333,14.79285714,13.18285714,NA,0,0,0,0,B,7/5/24,5:14:54,5.233333333
1,72,7/5/24 5:40,7/5/24 5:54,0,0,0.223611111,14.7,13.11714286,NA,0,0,0,0,B,7/5/24,5:40:02,5.666666667
1,73,7/5/24 6:05,7/5/24 6:19,0,0,0.223333333,14.58571429,13.10535714,NA,0,0,0,0,B,7/5/24,6:05:09,6.083333333
1,74,7/5/24 6:30,7/5/24 6:45,0,0,0.223333333,14.63214286,13.09535714,NA,0,0,0,0,B,7/5/24,6:30:17,6.5
1,75,7/5/24 6:55,7/5/24 7:10,0,0,0.223333333,14.44642857,13.04285714,NA,0,0,0,0,B,7/5/24,6:55:25,6.916666667
1,76,7/5/24 7:20,7/5/24 7:35,0,0,0.223333333,14.55714286,13.015,NA,0,0,0,0,B,7/5/24,7:20:32,7.333333333
1,77,7/5/24 7:45,7/5/24 8:00,0,0,0.223611111,14.525,13.00785714,NA,0,0,0,0,B,7/5/24,7:45:40,7.75
1,78,7/5/24 8:10,7/5/24 8:25,0,0,0.223333333,14.66785714,12.99535714,NA,0,0,0,0,B,7/5/24,8:10:48,8.166666667
1,79,7/5/24 8:35,7/5/24 8:50,0,0,0.223333333,14.77857143,12.97321429,NA,0,0,0,0,B,7/5/24,8:35:55,8.583333333
1,80,7/5/24 9:01,7/5/24 9:15,0,0,0.223611111,14.94642857,12.98357143,NA,0,0,0,0,B,7/5/24,9:01:03,9.016666667
1,81,7/5/24 9:26,7/5/24 9:40,0,0,0.223333333,15.12857143,12.97571429,NA,0,0,0,0,B,7/5/24,9:26:10,9.433333333
1,82,7/5/24 9:51,7/5/24 10:06,0,0,0.223611111,15.06428571,13.00142857,NA,0,0,0,0,B,7/5/24,9:51:18,9.85
1,83,7/5/24 10:16,7/5/24 10:31,0,0,0.223333333,15.37857143,13.03107143,NA,0,0,0,0,B,7/5/24,10:16:26,10.26666667
1,84,7/5/24 10:41,7/5/24 10:56,0,0,0.223333333,15.85,13.09107143,NA,0,0,0,0,B,7/5/24,10:41:33,10.68333333
1,85,7/5/24 11:06,7/5/24 11:21,0,0,0.223611111,16.875,13.1375,NA,0,0,0,0,B,7/5/24,11:06:41,11.1
1,86,7/5/24 11:31,7/5/24 11:46,0,0,0.223333333,17.225,13.21214286,NA,0,0,0,0,B,7/5/24,11:31:48,11.51666667
1,87,7/5/24 11:56,7/5/24 12:11,0,0,0.223333333,17.95714286,13.35071429,NA,0,0,0,0,B,7/5/24,11:56:56,11.93333333
1,88,7/5/24 12:22,7/5/24 12:36,0,0,0.223611111,18.14285714,13.42428571,NA,0,0,0,0,B,7/5/24,12:22:04,12.36666667
1,89,7/5/24 12:47,7/5/24 13:02,0,0,0.223611111,18.02142857,13.52142857,NA,0,0,0,0,B,7/5/24,12:47:12,12.78333333
1,90,7/5/24 13:12,7/5/24 13:27,0,0,0.223333333,18.53928571,13.58071429,NA,0,0,0,0,B,7/5/24,13:12:19,13.2
1,91,7/5/24 13:37,7/5/24 13:52,0,0,0.223333333,18.76428571,13.68142857,NA,0,0,0,0,B,7/5/24,13:37:27,13.61666667
1,92,7/5/24 14:02,7/5/24 14:17,0,0,0.223333333,19.85357143,13.86071429,NA,0,0,0,0,B,7/5/24,14:02:35,14.03333333
1,93,7/5/24 14:27,7/5/24 14:42,0,0,0.223333333,20.84285714,13.97821429,NA,0,0,0,0,B,7/5/24,14:27:42,14.45
1,94,7/5/24 14:52,7/5/24 15:07,0,0,0.223333333,21.01071429,14.12392857,NA,0,0,0,0,B,7/5/24,14:52:50,14.86666667
1,95,7/5/24 15:17,7/5/24 15:32,0,0,0.223333333,21.32857143,14.29464286,NA,0,0,0,0,B,7/5/24,15:17:57,15.28333333
1,96,7/5/24 15:43,7/5/24 15:57,0,0,0.223333333,21.46785714,14.44892857,NA,0,0,0,0,B,7/5/24,15:43:04,15.71666667
1,97,7/5/24 16:08,7/5/24 16:23,0,0,0.223611111,22.675,14.65571429,NA,0,0,0,0,B,7/5/24,16:08:12,16.13333333
1,98,7/5/24 16:33,7/5/24 16:48,0,0,0.223333333,21.85357143,14.83571429,NA,0,0,0,0,B,7/5/24,16:33:19,16.55
1,99,7/5/24 16:58,7/5/24 17:13,0,0,0.223333333,21.63928571,14.97107143,NA,0,0,0,0,B,7/5/24,16:58:27,16.96666667
1,100,7/5/24 17:23,7/5/24 17:38,0,0,0.223611111,20.7,15.05535714,NA,0,0,0,0,B,7/5/24,17:23:35,17.38333333
1,101,7/5/24 17:48,7/5/24 18:03,0,0,0.223333333,20.97857143,15.075,NA,0,0,0,0,B,7/5/24,17:48:42,17.8
1,102,7/5/24 18:13,7/5/24 18:28,0,0,0.223611111,20.11071429,15.075,NA,0,0,0,0,B,7/5/24,18:13:50,18.21666667
1,103,7/5/24 18:38,7/5/24 18:53,0,0,0.223333333,20.425,15.26464286,NA,0,0,0,0,B,7/5/24,18:38:57,18.63333333
1,104,7/5/24 19:04,7/5/24 19:18,0,0,0.223333333,18.51071429,15.28678571,NA,0,0,0,0,B,7/5/24,19:04:05,19.06666667
1,105,7/5/24 19:29,7/5/24 19:44,0,0,0.223611111,17.57142857,15.14821429,NA,0,0,0,0,B,7/5/24,19:29:13,19.48333333
1,106,7/5/24 19:54,7/5/24 20:09,0,0,0.223333333,17.2,15.13571429,NA,0,0,0,0,B,7/5/24,19:54:21,19.9
1,107,7/5/24 20:19,7/5/24 20:34,0,0,0.223333333,17.075,15.10714286,NA,0,0,0,0,B,7/5/24,20:19:28,20.31666667
1,108,7/5/24 20:44,7/5/24 20:59,0,0,0.223333333,16.65714286,15.04321429,NA,0,0,0,0,B,7/5/24,20:44:37,20.73333333
1,109,7/5/24 21:09,7/5/24 21:24,0,0,0.223611111,16.27142857,14.97678571,NA,0,0,0,0,B,7/5/24,21:09:45,21.15
1,110,7/5/24 21:34,7/5/24 21:49,0,0,0.223333333,15.95714286,14.9075,NA,0,0,0,0,B,7/5/24,21:34:52,21.56666667
1,111,7/5/24 22:00,7/5/24 22:14,0,0,0.223333333,15.6,14.84178571,NA,0,0,0,0,B,7/5/24,22:00:00,22
1,112,7/5/24 22:25,7/5/24 22:39,0,0,0.223611111,15.25357143,14.72892857,NA,0,0,0,0,B,7/5/24,22:25:08,22.41666667
1,113,7/5/24 22:50,7/5/24 23:05,0,0,0.223333333,14.55,14.67785714,NA,0,0,0,0,B,7/5/24,22:50:16,22.83333333
1,114,7/5/24 23:15,7/5/24 23:30,0,0,0.223333333,14.73214286,14.585,NA,0,0,0,0,B,7/5/24,23:15:23,23.25
1,115,7/5/24 23:40,7/5/24 23:55,0,0,0.223333333,14.26428571,14.51464286,NA,0,0,0,0,B,7/5/24,23:40:31,23.66666667
1,116,7/6/24 0:05,7/6/24 0:20,0,0,0.223611111,13.81785714,14.43,NA,0,0,0,0,B,7/6/24,0:05:39,0.083333333
1,117,7/6/24 0:30,7/6/24 0:45,0,0,0.223333333,13.55,14.34571429,NA,0,0,0,0,B,7/6/24,0:30:47,0.5
1,118,7/6/24 0:55,7/6/24 1:10,0,0,0.223333333,13.75357143,14.27607143,NA,0,0,0,0,B,7/6/24,0:55:54,0.916666667
1,119,7/6/24 1:21,7/6/24 1:35,0,0,0.223611111,14.27142857,14.15678571,NA,0,0,0,0,B,7/6/24,1:21:02,1.35
1,120,7/6/24 1:46,7/6/24 2:00,0,0,0.223333333,14.16071429,14.06714286,NA,0,0,0,0,B,7/6/24,1:46:09,1.766666667
1,121,7/6/24 2:11,7/6/24 2:26,0,0,0.223333333,13.91785714,14.00071429,NA,0,0,0,0,B,7/6/24,2:11:17,2.183333333
1,122,7/6/24 2:36,7/6/24 2:51,0,0,0.223611111,13.125,13.92392857,NA,0,0,0,0,B,7/6/24,2:36:25,2.6
1,123,7/6/24 3:01,7/6/24 3:16,0,0,0.223333333,12.97857143,13.86035714,NA,0,0,0,0,B,7/6/24,3:01:32,3.016666667
1,124,7/6/24 3:26,7/6/24 3:41,0,0,0.223333333,13.51428571,13.77142857,NA,0,0,0,0,B,7/6/24,3:26:40,3.433333333
1,125,7/6/24 3:51,7/6/24 4:06,0,0,0.223611111,13.47857143,13.67071429,NA,0,0,0,0,B,7/6/24,3:51:48,3.85
1,126,7/6/24 4:16,7/6/24 4:31,0,0,0.223333333,13.46071429,13.60464286,NA,0,0,0,0,B,7/6/24,4:16:56,4.266666667
1,127,7/6/24 4:42,7/6/24 4:56,0,0,0.223333333,13.46071429,13.51321429,NA,0,0,0,0,B,7/6/24,4:42:04,4.7
1,128,7/6/24 5:07,7/6/24 5:21,0,0,0.223333333,12.88214286,13.43035714,NA,0,0,0,0,B,7/6/24,5:07:11,5.116666667
1,129,7/6/24 5:32,7/6/24 5:47,0,0,0.223333333,12.69285714,13.37107143,NA,0,0,0,0,B,7/6/24,5:32:19,5.533333333
1,130,7/6/24 5:57,7/6/24 6:12,0,0,0.223333333,13.22142857,13.28928571,NA,0,0,0,0,B,7/6/24,5:57:27,5.95
1,131,7/6/24 6:22,7/6/24 6:37,0,0,0.223333333,13.1,13.2275,NA,0,0,0,0,B,7/6/24,6:22:34,6.366666667
1,132,7/6/24 6:47,7/6/24 7:02,0,0,0.223611111,12.36071429,13.14785714,NA,0,0,0,0,B,7/6/24,6:47:42,6.783333333
1,133,7/6/24 7:12,7/6/24 7:27,0,0,0.223333333,12.35714286,13.08464286,NA,0,0,0,0,B,7/6/24,7:12:49,7.2
1,134,7/6/24 7:37,7/6/24 7:52,0,0,0.223333333,12.20357143,13.03535714,NA,0,0,0,0,B,7/6/24,7:37:57,7.616666667
1,135,7/6/24 8:03,7/6/24 8:17,0,0,0.223611111,12.93571429,12.96178571,NA,0,0,0,0,B,7/6/24,8:03:05,8.05
1,136,7/6/24 8:28,7/6/24 8:43,0,0,0.223333333,12.56785714,12.92535714,NA,0,0,0,0,B,7/6/24,8:28:12,8.466666667
1,137,7/6/24 8:53,7/6/24 9:08,0,0,0.223333333,12.72142857,12.87357143,NA,0,0,0,0,B,7/6/24,8:53:20,8.883333333
1,138,7/6/24 9:18,7/6/24 9:33,0,0,0.223611111,12.82142857,12.795,NA,0,0,0,0,B,7/6/24,9:18:28,9.3
1,139,7/6/24 9:43,7/6/24 9:58,0,0,0.223333333,13.06428571,12.78607143,NA,0,0,0,0,B,7/6/24,9:43:35,9.716666667
1,140,7/6/24 10:08,7/6/24 10:23,0,0,0.223333333,13.58928571,12.73285714,NA,0,0,0,0,B,7/6/24,10:08:43,10.13333333
1,141,7/6/24 10:33,7/6/24 10:48,0,0,0.223611111,13.64285714,12.71142857,NA,0,0,0,0,B,7/6/24,10:33:51,10.55
1,142,7/6/24 10:58,7/6/24 11:13,0,0,0.223333333,13.89285714,12.74642857,NA,0,0,0,0,B,7/6/24,10:58:59,10.96666667
1,143,7/6/24 11:24,7/6/24 11:38,0,0,0.223333333,14.05714286,12.7325,NA,0,0,0,0,B,7/6/24,11:24:06,11.4
1,144,7/6/24 11:49,7/6/24 12:04,0,0,0.223611111,14.26785714,12.74464286,NA,0,0,0,0,B,7/6/24,11:49:14,11.81666667
1,145,7/6/24 12:14,7/6/24 12:29,0,0,0.223333333,14.07857143,12.72892857,NA,0,0,0,0,B,7/6/24,12:14:22,12.23333333
1,146,7/6/24 12:39,7/6/24 12:54,0,0,0.223333333,14.01071429,12.69571429,NA,0,0,0,0,B,7/6/24,12:39:29,12.65
1,147,7/6/24 13:04,7/6/24 13:19,0,0,0.223611111,13.95714286,12.69,NA,0,0,0,0,B,7/6/24,13:04:37,13.06666667
1,148,7/6/24 13:29,7/6/24 13:44,0,0,0.223333333,14.39642857,12.64607143,NA,0,0,0,0,B,7/6/24,13:29:44,13.48333333
1,149,7/6/24 13:54,7/6/24 14:09,0,0,0.223333333,14.77857143,12.7075,NA,0,0,0,0,B,7/6/24,13:54:52,13.9
1,150,7/6/24 14:20,7/6/24 14:34,0,0,0.223333333,14.75,12.70142857,NA,0,0,0,0,B,7/6/24,14:20:00,14.33333333
1,151,7/6/24 14:45,7/6/24 14:59,0,0,0.223333333,14.85357143,12.6825,NA,0,0,0,0,B,7/6/24,14:45:07,14.75
1,152,7/6/24 15:10,7/6/24 15:25,0,0,0.223611111,15.29642857,12.74142857,NA,0,0,0,0,B,7/6/24,15:10:15,15.16666667
1,153,7/6/24 15:35,7/6/24 15:50,0,0,0.223333333,15.75714286,12.73892857,NA,0,0,0,0,B,7/6/24,15:35:22,15.58333333
1,154,7/6/24 16:00,7/6/24 16:15,0,0,0.223333333,16.57142857,12.78571429,NA,0,0,0,0,B,7/6/24,16:00:30,16
1,155,7/6/24 16:25,7/6/24 16:40,0,0,0.223611111,16.78571429,12.86428571,NA,0,0,0,0,B,7/6/24,16:25:38,16.41666667
1,156,7/6/24 16:50,7/6/24 17:05,0,0,0.223611111,16.85357143,12.90642857,NA,0,0,0,0,B,7/6/24,16:50:46,16.83333333
1,157,7/6/24 17:15,7/6/24 17:30,0,0,0.223333333,17.075,12.9775,NA,0,0,0,0,B,7/6/24,17:15:53,17.25
1,158,7/6/24 17:41,7/6/24 17:55,0,0,0.223611111,16.675,12.98142857,NA,0,0,0,0,B,7/6/24,17:41:01,17.68333333
1,159,7/6/24 18:06,7/6/24 18:20,0,0,0.223333333,16.24642857,13.00928571,NA,0,0,0,0,B,7/6/24,18:06:08,18.1
1,160,7/6/24 18:31,7/6/24 18:46,0,0,0.223333333,16.22857143,13.0425,NA,0,0,0,0,B,7/6/24,18:31:16,18.51666667
1,161,7/6/24 18:56,7/6/24 19:11,0,0,0.223333333,16.06428571,13.0425,NA,0,0,0,0,B,7/6/24,18:56:24,18.93333333
1,162,7/6/24 19:21,7/6/24 19:36,0,0,0.223333333,16.01071429,13.03714286,NA,0,0,0,0,B,7/6/24,19:21:31,19.35
1,163,7/6/24 19:46,7/6/24 20:01,0,0,0.223611111,15.93214286,13.05285714,NA,0,0,0,0,B,7/6/24,19:46:39,19.76666667
1,164,7/6/24 20:11,7/6/24 20:26,0,0,0.223611111,16.07142857,13.0625,NA,0,0,0,0,B,7/6/24,20:11:47,20.18333333
1,165,7/6/24 20:36,7/6/24 20:51,0,0,0.223333333,16.08571429,13.0575,NA,0,0,0,0,B,7/6/24,20:36:54,20.6
1,166,7/6/24 21:02,7/6/24 21:16,0,0,0.223333333,16.35714286,13.06107143,NA,0,0,0,0,B,7/6/24,21:02:02,21.03333333
1,167,7/6/24 21:27,7/6/24 21:41,0,0,0.223611111,15.90357143,13.03642857,NA,0,0,0,0,B,7/6/24,21:27:10,21.45
1,168,7/6/24 21:52,7/6/24 22:07,0,0,0.223333333,15.83571429,13.05678571,NA,0,0,0,0,B,7/6/24,21:52:17,21.86666667
1,169,7/6/24 22:17,7/6/24 22:32,0,0,0.223333333,15.72142857,13.04428571,NA,0,0,0,0,B,7/6/24,22:17:25,22.28333333
1,170,7/6/24 22:42,7/6/24 22:57,0,0,0.223611111,15.44642857,13.00678571,NA,0,0,0,0,B,7/6/24,22:42:33,22.7
1,171,7/6/24 23:07,7/6/24 23:22,0,0,0.223611111,15.29642857,12.98607143,NA,0,0,0,0,B,7/6/24,23:07:41,23.11666667
1,172,7/6/24 23:32,7/6/24 23:47,0,0,0.223333333,15.16428571,12.95678571,NA,0,0,0,0,B,7/6/24,23:32:48,23.53333333
1,173,7/6/24 23:57,7/7/24 0:12,0,0,0.223333333,15.13214286,12.92142857,NA,0,0,0,0,B,7/6/24,23:57:56,23.95
1,174,7/7/24 0:23,7/7/24 0:37,0,0,0.223611111,14.95714286,12.90178571,NA,0,0,0,0,B,7/7/24,0:23:04,0.383333333
1,175,7/7/24 0:48,7/7/24 1:02,0,0,0.223333333,14.78928571,12.84392857,NA,0,0,0,0,B,7/7/24,0:48:11,0.8
1,176,7/7/24 1:13,7/7/24 1:28,0,0,0.223611111,14.56428571,12.82285714,NA,0,0,0,0,B,7/7/24,1:13:19,1.216666667
1,177,7/7/24 1:38,7/7/24 1:53,0,0,0.223333333,14.47142857,12.79464286,NA,0,0,0,0,B,7/7/24,1:38:26,1.633333333
1,178,7/7/24 2:03,7/7/24 2:18,0,0,0.223333333,14.36071429,12.75857143,NA,0,0,0,0,B,7/7/24,2:03:34,2.05
1,179,7/7/24 2:28,7/7/24 2:43,0,0,0.223611111,14.25714286,12.72714286,NA,0,0,0,0,B,7/7/24,2:28:42,2.466666667
1,180,7/7/24 2:53,7/7/24 3:08,0,0,0.223333333,14.275,12.69535714,NA,0,0,0,0,B,7/7/24,2:53:49,2.883333333
1,181,7/7/24 3:18,7/7/24 3:33,0,0,0.223333333,14.28214286,12.66785714,NA,0,0,0,0,B,7/7/24,3:18:57,3.3
