flux,chamber,datetime_start,datetime_end,slope_ppm_hr,n_obs_included_in_lm,r2,air_temp,sur_wat_temp,umol_m2_hr,mmol_m2_hr,pond,date,time,time24
72,1,7/4/24 16:41,7/4/24 16:55,5.584937147,29,0.133426354,15.60344828,13.35793103,80.82856976,0.08082857,B,7/4/24,16:41:04,16.68333333
73,1,7/4/24 17:06,7/4/24 17:20,10.39675597,28,0.590498668,15.83571429,13.4125,150.3471706,0.150347171,B,7/4/24,17:06:12,17.1
74,1,7/4/24 17:31,7/4/24 17:46,17.86123277,29,0.61378558,16.1137931,13.47137931,258.0424384,0.258042438,B,7/4/24,17:31:19,17.51666667
75,1,7/4/24 17:56,7/4/24 18:11,19.09106264,29,0.740686514,16.09655172,13.47965517,275.8263141,0.275826314,B,7/4/24,17:56:27,17.93333333
76,1,7/4/24 18:21,7/4/24 18:36,7.903615546,29,0.489720924,16.25862069,13.53724138,114.1269279,0.114126928,B,7/4/24,18:21:35,18.35
77,1,7/4/24 18:46,7/4/24 19:01,8.371265619,29,0.334994966,16.1862069,13.57172414,120.9099724,0.120909972,B,7/4/24,18:46:42,18.76666667
78,1,7/4/24 19:11,7/4/24 19:26,8.243746189,29,0.27178253,16.1,13.60275862,119.1036382,0.119103638,B,7/4/24,19:11:50,19.18333333
79,1,7/4/24 19:36,7/4/24 19:51,12.73221848,29,0.516960189,16.24827586,13.65896552,183.8577438,0.183857744,B,7/4/24,19:36:58,19.6
80,1,7/4/24 20:02,7/4/24 20:16,10.21395798,29,0.515745953,16.18275862,13.65655172,147.526569,0.147526569,B,7/4/24,20:02:05,20.03333333
81,1,7/4/24 20:27,7/4/24 20:42,11.13499627,29,0.511006226,16.35172414,13.66689655,160.7358328,0.160735833,B,7/4/24,20:27:13,20.45
82,1,7/4/24 20:52,7/4/24 21:07,6.087798707,29,0.207836783,16.14137931,13.67241379,87.94245302,0.087942453,B,7/4/24,20:52:21,20.86666667
83,1,7/4/24 21:17,7/4/24 21:32,17.81930758,28,0.698885168,16.26428571,13.66928571,257.3028777,0.257302878,B,7/4/24,21:17:28,21.28333333
84,1,7/4/24 21:42,7/4/24 21:57,4.196134657,30,0.094754709,16.14,13.68066667,60.61634955,0.06061635,B,7/4/24,21:42:36,21.7
85,1,7/4/24 22:08,7/4/24 22:22,-8.533453124,27,0.469894522,16.05555556,13.65481481,-123.3082003,-0.1233082,B,7/4/24,22:08:37,22.13333333
86,1,7/4/24 22:32,7/4/24 22:47,1.470666375,30,0.010639922,15.79,13.63466667,21.27062632,0.021270626,B,7/4/24,22:32:51,22.53333333
87,1,7/4/24 22:57,7/4/24 23:12,4.715722668,27,0.118152193,15.86296296,13.60925926,68.18749206,0.068187492,B,7/4/24,22:57:59,22.95
88,1,7/4/24 23:23,7/4/24 23:37,7.302786356,28,0.241756242,15.73571429,13.59035714,105.6419266,0.105641927,B,7/4/24,23:23:07,23.38333333
89,1,7/4/24 23:48,7/5/24 0:03,3.897643934,30,0.045674585,15.79666667,13.585,56.37132679,0.056371327,B,7/4/24,23:48:14,23.8
90,1,7/5/24 0:13,7/5/24 0:28,2.302678762,30,0.090350069,15.73333333,13.549,33.31076851,0.033310769,B,7/5/24,0:13:22,0.216666667
91,1,7/5/24 0:38,7/5/24 0:53,3.896693981,30,0.08288641,15.73,13.513,56.37059368,0.056370594,B,7/5/24,0:38:30,0.633333333
92,1,7/5/24 1:03,7/5/24 1:18,1.428040935,29,0.032857707,15.57241379,13.49034483,20.66968892,0.020669689,B,7/5/24,1:03:37,1.05
93,1,7/5/24 1:28,7/5/24 1:43,4.905639409,28,0.143431271,15.60357143,13.46107143,70.99733402,0.070997334,B,7/5/24,1:28:45,1.466666667
94,1,7/5/24 1:53,7/5/24 2:08,2.829105123,29,0.108388835,15.52068966,13.41137931,40.95624939,0.040956249,B,7/5/24,1:53:52,1.883333333
95,1,7/5/24 2:19,7/5/24 2:33,9.921688357,29,0.614698375,15.32758621,13.39586207,143.729955,0.143729955,B,7/5/24,2:19:00,2.316666667
96,1,7/5/24 2:44,7/5/24 2:58,8.635502085,29,0.401799547,15.27586207,13.35275862,125.1201273,0.125120127,B,7/5/24,2:44:08,2.733333333
97,1,7/5/24 3:09,7/5/24 3:24,0.71449971,28,0.007775723,15.16428571,13.32357143,10.35642056,0.010356421,B,7/5/24,3:09:16,3.15
98,1,7/5/24 3:34,7/5/24 3:49,6.855406742,28,0.31669388,15.07142857,13.29535714,99.39870913,0.099398709,B,7/5/24,3:34:23,3.566666667
99,1,7/5/24 3:59,7/5/24 4:14,7.504974021,28,0.21362815,15.10357143,13.24785714,108.8048563,0.108804856,B,7/5/24,3:59:31,3.983333333
100,1,7/5/24 4:24,7/5/24 4:39,-0.845212213,30,0.004255092,14.75,13.228,-12.26868123,-0.012268681,B,7/5/24,4:24:39,4.4
101,1,7/5/24 4:49,7/5/24 5:04,5.417126126,29,0.246127718,14.87931034,13.20206897,78.59701388,0.078597014,B,7/5/24,4:49:46,4.816666667
102,1,7/5/24 5:14,7/5/24 5:29,5.889079108,28,0.439398881,14.68214286,13.18928571,85.50310394,0.085503104,B,7/5/24,5:14:54,5.233333333
103,1,7/5/24 5:40,7/5/24 5:54,12.65105774,29,0.652458515,14.57241379,13.12206897,183.7498216,0.183749822,B,7/5/24,5:40:02,5.666666667
104,1,7/5/24 6:05,7/5/24 6:19,3.273298635,29,0.07836361,14.4862069,13.11413793,47.55715433,0.047557154,B,7/5/24,6:05:09,6.083333333
105,1,7/5/24 6:30,7/5/24 6:45,14.63608479,29,0.534677869,14.5,13.09724138,212.6347897,0.21263479,B,7/5/24,6:30:17,6.5
106,1,7/5/24 6:55,7/5/24 7:09,5.184154361,29,0.189345921,14.28275862,13.04655172,75.37293812,0.075372938,B,7/5/24,6:55:25,6.916666667
107,1,7/5/24 7:20,7/5/24 7:35,5.31454386,29,0.135457033,14.44827586,13.01310345,77.22421476,0.077224215,B,7/5/24,7:20:32,7.333333333
108,1,7/5/24 7:45,7/5/24 8:00,19.7380978,28,0.618364587,14.43214286,13.00928571,286.8251073,0.286825107,B,7/5/24,7:45:40,7.75
109,1,7/5/24 8:10,7/5/24 8:25,12.39495874,28,0.47948048,14.58571429,12.99357143,180.0217994,0.180021799,B,7/5/24,8:10:48,8.166666667
110,1,7/5/24 8:35,7/5/24 8:50,17.48766991,29,0.718746689,14.69655172,12.97586207,253.8894762,0.253889476,B,7/5/24,8:35:55,8.583333333
111,1,7/5/24 9:01,7/5/24 9:15,20.62820821,27,0.747903933,14.83333333,12.97814815,299.3421927,0.299342193,B,7/5/24,9:01:03,9.016666667
112,1,7/5/24 9:27,7/5/24 9:40,31.29811227,27,0.907827412,15.0962963,12.96592593,453.7620716,0.453762072,B,7/5/24,9:27:04,9.45
113,1,7/5/24 9:51,7/5/24 10:06,22.34477561,29,0.692945477,14.96551724,13.00275862,324.1030607,0.324103061,B,7/5/24,9:51:18,9.85
114,1,7/5/24 10:16,7/5/24 10:31,35.02040304,27,0.906711287,15.32222222,13.02888889,507.3304429,0.507330443,B,7/5/24,10:16:26,10.26666667
115,1,7/5/24 10:41,7/5/24 10:56,35.49775703,29,0.888820047,15.77241379,13.09413793,513.4444473,0.513444447,B,7/5/24,10:41:33,10.68333333
116,1,7/5/24 11:06,7/5/24 11:21,39.40022874,29,0.915524812,16.8,13.13827586,567.8706376,0.567870638,B,7/5/24,11:06:41,11.1
117,1,7/5/24 11:31,7/5/24 11:46,43.08010597,30,0.953816137,17.12666667,13.21166667,620.2095069,0.620209507,B,7/5/24,11:31:48,11.51666667
118,1,7/5/24 11:56,7/5/24 12:11,47.71610463,30,0.962262246,17.86333333,13.348,685.2134486,0.685213449,B,7/5/24,11:56:56,11.93333333
119,1,7/5/24 12:22,7/5/24 12:36,38.06430487,30,0.86812257,18.06333333,13.422,546.2361408,0.546236141,B,7/5/24,12:22:04,12.36666667
120,1,7/5/24 12:48,7/5/24 13:02,41.0904282,29,0.945442342,18,13.52275862,589.7903414,0.589790341,B,7/5/24,12:48:06,12.8
121,1,7/5/24 13:12,7/5/24 13:27,40.79571505,29,0.94012468,18.42758621,13.58034483,584.7014849,0.584701485,B,7/5/24,13:12:19,13.2
122,1,7/5/24 13:37,7/5/24 13:52,42.66872101,30,0.911450594,18.68666667,13.67766667,611.0032952,0.611003295,B,7/5/24,13:37:27,13.61666667
123,1,7/5/24 14:02,7/5/24 14:17,43.27047198,29,0.958072519,19.72413793,13.85413793,617.425259,0.617425259,B,7/5/24,14:02:35,14.03333333
124,1,7/5/24 14:27,7/5/24 14:42,47.74032431,29,0.94357649,20.76896552,13.97586207,678.7839082,0.678783908,B,7/5/24,14:27:42,14.45
125,1,7/5/24 14:52,7/5/24 15:07,49.56802122,29,0.967797764,20.89655172,14.11724138,704.4647628,0.704464763,B,7/5/24,14:52:50,14.86666667
126,1,7/5/24 15:17,7/5/24 15:32,48.14609638,29,0.973581701,21.25517241,14.29517241,683.4227451,0.683422745,B,7/5/24,15:17:57,15.28333333
127,1,7/5/24 15:43,7/5/24 15:57,51.11981832,28,0.969131005,21.32857143,14.43785714,725.4531781,0.725453178,B,7/5/24,15:43:04,15.71666667
128,1,7/5/24 16:08,7/5/24 16:23,53.89589995,30,0.959716614,22.53666667,14.65466667,761.7242296,0.76172423,B,7/5/24,16:08:12,16.13333333
129,1,7/5/24 16:33,7/5/24 16:48,38.45621888,29,0.946905259,21.75517241,14.83137931,544.9516535,0.544951654,B,7/5/24,16:33:19,16.55
130,1,7/5/24 16:58,7/5/24 17:13,48.43231576,29,0.951063764,21.53448276,14.96793103,686.8339448,0.686833945,B,7/5/24,16:58:27,16.96666667
131,1,7/5/24 17:23,7/5/24 17:38,37.5712477,29,0.953336558,20.59655172,15.05586207,534.5109715,0.534510972,B,7/5/24,17:23:35,17.38333333
132,1,7/5/24 17:49,7/5/24 18:03,53.47263401,28,0.946253859,20.96428571,15.0775,759.7824217,0.759782422,B,7/5/24,17:49:36,17.81666667
133,1,7/5/24 18:13,7/5/24 18:28,34.18940698,28,0.94993425,19.95357143,15.07392857,487.4659006,0.487465901,B,7/5/24,18:13:50,18.21666667
134,1,7/5/24 18:38,7/5/24 18:53,30.89325391,29,0.88599488,20.31724138,15.2637931,439.9241542,0.439924154,B,7/5/24,18:38:57,18.63333333
135,1,7/5/24 19:04,7/5/24 19:18,32.56266701,29,0.926476594,18.42413793,15.29068966,466.7074691,0.466707469,B,7/5/24,19:04:05,19.06666667
136,1,7/5/24 19:29,7/5/24 19:44,37.39106782,29,0.930781765,17.43103448,15.15,537.7425297,0.53774253,B,7/5/24,19:29:13,19.48333333
137,1,7/5/24 19:54,7/5/24 20:09,35.75771211,29,0.8964094,17.03793103,15.12793103,514.948931,0.514948931,B,7/5/24,19:54:21,19.9
138,1,7/5/24 20:19,7/5/24 20:34,33.60249911,29,0.894070467,16.98275862,15.10482759,484.0036028,0.484003603,B,7/5/24,20:19:28,20.31666667
139,1,7/5/24 20:44,7/5/24 20:59,37.18675697,28,0.765274014,16.51071429,15.04821429,536.5034162,0.536503416,B,7/5/24,20:44:37,20.73333333
140,1,7/5/24 21:09,7/5/24 21:24,29.51738227,28,0.760347195,16.09285714,14.97142857,426.4704853,0.426470485,B,7/5/24,21:09:45,21.15
141,1,7/5/24 21:34,7/5/24 21:49,28.41869105,30,0.774491216,15.79666667,14.91433333,411.0173601,0.41101736,B,7/5/24,21:34:52,21.56666667
142,1,7/5/24 22:00,7/5/24 22:14,39.43962707,30,0.936458323,15.44,14.83633333,571.1172859,0.571117286,B,7/5/24,22:00:00,22
143,1,7/5/24 22:25,7/5/24 22:39,38.36738671,29,0.793802549,15.08275862,14.73448276,556.2789992,0.556278999,B,7/5/24,22:25:08,22.41666667
144,1,7/5/24 22:50,7/5/24 23:05,31.00531673,30,0.768224672,14.41,14.674,450.589929,0.450589929,B,7/5/24,22:50:16,22.83333333
145,1,7/5/24 23:15,7/5/24 23:30,24.56231969,29,0.756707387,14.54482759,14.58551724,356.7887148,0.356788715,B,7/5/24,23:15:23,23.25
146,1,7/5/24 23:40,7/5/24 23:55,27.58331798,29,0.758379156,14.12068966,14.51344828,401.2628676,0.401262868,B,7/5/24,23:40:31,23.66666667
147,1,7/6/24 0:05,7/6/24 0:20,15.75555301,30,0.512995997,13.67,14.429,229.5609446,0.229560945,B,7/6/24,0:05:39,0.083333333
148,1,7/6/24 0:30,7/6/24 0:45,15.67797165,29,0.517655066,13.43448276,14.34689655,228.6182977,0.228618298,B,7/6/24,0:30:47,0.5
149,1,7/6/24 0:55,7/6/24 1:10,21.46915223,29,0.663849674,13.62758621,14.27,312.8552692,0.312855269,B,7/6/24,0:55:54,0.916666667
150,1,7/6/24 1:21,7/6/24 1:35,27.06648827,29,0.5777737,14.10689655,14.15551724,393.7632958,0.393763296,B,7/6/24,1:21:02,1.35
151,1,7/6/24 1:46,7/6/24 2:00,24.76796319,29,0.77510051,13.98965517,14.07241379,360.4714741,0.360471474,B,7/6/24,1:46:09,1.766666667
152,1,7/6/24 2:11,7/6/24 2:26,12.12657012,29,0.358083103,13.73448276,14.00241379,176.6463659,0.176646366,B,7/6/24,2:11:17,2.183333333
153,1,7/6/24 2:36,7/6/24 2:51,9.663270134,29,0.255819696,12.9862069,13.92172414,141.1318674,0.141131867,B,7/6/24,2:36:25,2.6
154,1,7/6/24 3:01,7/6/24 3:16,6.454725381,29,0.363698982,12.81724138,13.86724138,94.32683604,0.094326836,B,7/6/24,3:01:32,3.016666667
155,1,7/6/24 3:26,7/6/24 3:41,18.64668763,30,0.54590013,13.33333333,13.78066667,272.004518,0.272004518,B,7/6/24,3:26:40,3.433333333
156,1,7/6/24 3:51,7/6/24 4:06,7.895592245,29,0.141288035,13.27586207,13.6737931,115.1983521,0.115198352,B,7/6/24,3:51:48,3.85
157,1,7/6/24 4:16,7/6/24 4:31,15.94839435,29,0.663362417,13.27586207,13.60517241,232.690429,0.232690429,B,7/6/24,4:16:56,4.266666667
158,1,7/6/24 4:42,7/6/24 4:56,21.29196607,30,0.728057424,13.3,13.51233333,310.6280872,0.310628087,B,7/6/24,4:42:04,4.7
159,1,7/6/24 5:07,7/6/24 5:21,-0.647062022,30,0.002297728,12.75333333,13.425,-9.458025377,-0.009458025,B,7/6/24,5:07:11,5.116666667
160,1,7/6/24 5:32,7/6/24 5:47,3.32813627,29,0.067743172,12.51724138,13.37206897,48.68716005,0.04868716,B,7/6/24,5:32:19,5.533333333
161,1,7/6/24 5:57,7/6/24 6:12,23.1461494,30,0.60400947,13.05333333,13.29233333,337.9697635,0.337969764,B,7/6/24,5:57:27,5.95
162,1,7/6/24 6:23,7/6/24 6:37,22.81785219,28,0.671044181,13.03571429,13.22857143,333.196626,0.333196626,B,7/6/24,6:23:28,6.383333333
163,1,7/6/24 6:47,7/6/24 7:02,13.93052455,29,0.399966591,12.19655172,13.15275862,204.0180653,0.204018065,B,7/6/24,6:47:42,6.783333333
164,1,7/6/24 7:12,7/6/24 7:27,17.3981105,30,0.420053476,12.21333333,13.084,254.7872545,0.254787255,B,7/6/24,7:12:49,7.2
165,1,7/6/24 7:37,7/6/24 7:52,20.00849196,30,0.437505599,12.06,13.03733333,293.172609,0.293172609,B,7/6/24,7:37:57,7.616666667
166,1,7/6/24 8:03,7/6/24 8:17,28.72316034,30,0.688434854,12.77,12.96566667,419.8184018,0.419818402,B,7/6/24,8:03:05,8.05
167,1,7/6/24 8:28,7/6/24 8:43,27.06058553,30,0.808162425,12.42,12.92633333,396.0029228,0.396002923,B,7/6/24,8:28:12,8.466666667
168,1,7/6/24 8:53,7/6/24 9:08,21.46139483,30,0.617292462,12.59333333,12.87233333,313.8742018,0.313874202,B,7/6/24,8:53:20,8.883333333
169,1,7/6/24 9:18,7/6/24 9:33,24.42863581,30,0.74067272,12.67333333,12.79833333,357.1702837,0.357170284,B,7/6/24,9:18:28,9.3
170,1,7/6/24 9:43,7/6/24 9:58,26.77280095,28,0.822027119,12.87142857,12.78607143,391.1731354,0.391173135,B,7/6/24,9:43:35,9.716666667
171,1,7/6/24 10:08,7/6/24 10:23,25.1419674,29,0.68065066,13.43448276,12.73206897,366.6235605,0.366623561,B,7/6/24,10:08:43,10.13333333
172,1,7/6/24 10:33,7/6/24 10:48,37.36665291,29,0.911412594,13.4862069,12.70931034,544.787248,0.544787248,B,7/6/24,10:33:51,10.55
173,1,7/6/24 10:58,7/6/24 11:13,31.72433109,29,0.869415352,13.76896552,12.74344828,462.0691787,0.462069179,B,7/6/24,10:58:59,10.96666667
174,1,7/6/24 11:24,7/6/24 11:38,28.48557917,30,0.756116811,13.90333333,12.72966667,414.7021081,0.414702108,B,7/6/24,11:24:06,11.4
175,1,7/6/24 11:49,7/6/24 12:04,29.5250269,30,0.827212772,14.13,12.74566667,429.4955746,0.429495575,B,7/6/24,11:49:14,11.81666667
176,1,7/6/24 12:14,7/6/24 12:29,37.11270725,29,0.763140827,13.91034483,12.7262069,540.2853816,0.540285382,B,7/6/24,12:14:22,12.23333333
177,1,7/6/24 12:39,7/6/24 12:54,32.08938562,29,0.763942848,13.84827586,12.69724138,467.2570879,0.467257088,B,7/6/24,12:39:29,12.65
178,1,7/6/24 13:04,7/6/24 13:19,22.68843325,29,0.655545478,13.7862069,12.69655172,330.4402464,0.330440246,B,7/6/24,13:04:37,13.06666667
179,1,7/6/24 13:29,7/6/24 13:44,34.1472474,29,0.858628096,14.23448276,12.64793103,496.5536399,0.49655364,B,7/6/24,13:29:44,13.48333333
180,1,7/6/24 13:54,7/6/24 14:09,35.94002998,29,0.804280184,14.63448276,12.70172414,521.897054,0.521897054,B,7/6/24,13:54:52,13.9
181,1,7/6/24 14:20,7/6/24 14:34,33.93330751,29,0.832225937,14.60689655,12.70206897,492.8040126,0.492804013,B,7/6/24,14:20:00,14.33333333
182,1,7/6/24 14:45,7/6/24 14:59,34.15093894,30,0.894206938,14.72333333,12.683,495.7640095,0.495764009,B,7/6/24,14:45:07,14.75
183,1,7/6/24 15:10,7/6/24 15:25,36.58811038,29,0.920113419,15.15172414,12.74172414,530.3548252,0.530354825,B,7/6/24,15:10:15,15.16666667
184,1,7/6/24 15:35,7/6/24 15:50,39.81980542,29,0.909252058,15.63448276,12.72758621,576.2342437,0.576234244,B,7/6/24,15:35:22,15.58333333
185,1,7/6/24 16:00,7/6/24 16:15,43.45354695,27,0.912614885,16.48148148,12.78666667,626.9793682,0.626979368,B,7/6/24,16:00:30,16
186,1,7/6/24 16:25,7/6/24 16:40,42.1227309,29,0.928424181,16.68965517,12.8637931,607.3408581,0.607340858,B,7/6/24,16:25:38,16.41666667
187,1,7/6/24 16:50,7/6/24 17:05,30.96520109,28,0.892586136,16.75357143,12.90285714,446.3690997,0.4463691,B,7/6/24,16:50:46,16.83333333
188,1,7/6/24 17:15,7/6/24 17:30,37.98779386,29,0.958494782,16.98965517,12.97793103,547.1554956,0.547155496,B,7/6/24,17:15:53,17.25
189,1,7/6/24 17:41,7/6/24 17:55,42.79610241,29,0.882703263,16.56896552,12.98034483,617.306821,0.617306821,B,7/6/24,17:41:01,17.68333333
190,1,7/6/24 18:07,7/6/24 18:20,41.79582813,28,0.950877744,16.21428571,13.00928571,603.6174553,0.603617455,B,7/6/24,18:07:02,18.11666667
191,1,7/6/24 18:31,7/6/24 18:46,40.06680274,28,0.963476003,16.15357143,13.04428571,578.7682203,0.57876822,B,7/6/24,18:31:16,18.51666667
192,1,7/6/24 18:56,7/6/24 19:11,38.6771436,30,0.88469878,15.95333333,13.044,559.0814428,0.559081443,B,7/6/24,18:56:24,18.93333333
193,1,7/6/24 19:21,7/6/24 19:36,30.98939373,30,0.791333427,15.90333333,13.03833333,448.0318426,0.448031843,B,7/6/24,19:21:31,19.35
194,1,7/6/24 19:46,7/6/24 20:01,30.25942948,30,0.954929141,15.85333333,13.053,437.5540088,0.437554009,B,7/6/24,19:46:39,19.76666667
195,1,7/6/24 20:11,7/6/24 20:26,29.15808972,29,0.866722254,15.9862069,13.05758621,421.4347781,0.421434778,B,7/6/24,20:11:47,20.18333333
196,1,7/6/24 20:36,7/6/24 20:51,19.40301308,29,0.697212853,16.00689655,13.06241379,280.4202712,0.280420271,B,7/6/24,20:36:54,20.6
197,1,7/6/24 21:02,7/6/24 21:16,34.13879753,29,0.874439837,16.24482759,13.06517241,492.9822002,0.4929822,B,7/6/24,21:02:02,21.03333333
198,1,7/6/24 21:27,7/6/24 21:41,27.10493778,30,0.82579447,15.81666667,13.03833333,391.9895144,0.391989514,B,7/6/24,21:27:10,21.45
199,1,7/6/24 21:52,7/6/24 22:06,25.85010188,27,0.878230016,15.72222222,13.05444444,373.9643993,0.373964399,B,7/6/24,21:52:17,21.86666667
200,1,7/6/24 22:17,7/6/24 22:32,26.33151436,30,0.881384911,15.63,13.04566667,381.0504757,0.381050476,B,7/6/24,22:17:25,22.28333333
201,1,7/6/24 22:42,7/6/24 22:57,19.56548876,28,0.462410885,15.31785714,13.00428571,283.4438618,0.283443862,B,7/6/24,22:42:33,22.7
